query_index,query_id,image_id,split,ambiguity_level,positive_candidate_id,negative_candidate_id,changed_attribute,negative_type,positive_score,negative_score,paired_difference,positive_above_negative
42,HNQ-V2_043,V2_043,ood_pattern,medio,HNC-V2_043-P04,HNC-V2_043-P01,composition,counterfactual_only,0.328270047903,0.321571886539,0.006698161364,true
42,HNQ-V2_043,V2_043,ood_pattern,medio,HNC-V2_043-P04,HNC-V2_043-P02,symmetry,counterfactual_only,0.328270047903,0.319423913956,0.008846133947,true
42,HNQ-V2_043,V2_043,ood_pattern,medio,HNC-V2_043-P04,HNC-V2_043-P03,palette_id,global_overlap,0.328270047903,0.258435100317,0.069834947586,true
42,HNQ-V2_043,V2_043,ood_pattern,medio,HNC-V2_043-P04,HNC-V2_043-P05,motif,counterfactual_only,0.328270047903,0.324502885342,0.003767162561,true
43,HNQ-V2_044,V2_044,ood_pattern,medio,HNC-V2_044-P01,HNC-V2_044-P02,symmetry,counterfactual_only,0.308489412069,0.303500354290,0.004989057779,true
43,HNQ-V2_044,V2_044,ood_pattern,medio,HNC-V2_044-P01,HNC-V2_044-P03,palette_id,global_overlap,0.308489412069,0.265767097473,0.042722314596,true
43,HNQ-V2_044,V2_044,ood_pattern,medio,HNC-V2_044-P01,HNC-V2_044-P04,motif,counterfactual_only,0.308489412069,0.305811464787,0.002677947283,true
43,HNQ-V2_044,V2_044,ood_pattern,medio,HNC-V2_044-P01,HNC-V2_044-P05,orientation,counterfactual_only,0.308489412069,0.291976869106,0.016512542963,true
44,HNQ-V2_045,V2_045,ood_pattern,medio,HNC-V2_045-P03,HNC-V2_045-P01,palette_id,global_overlap,0.293083339930,0.207592815161,0.085490524769,true
44,HNQ-V2_045,V2_045,ood_pattern,medio,HNC-V2_045-P03,HNC-V2_045-P02,motif,counterfactual_only,0.293083339930,0.291527807713,0.001555532217,true
44,HNQ-V2_045,V2_045,ood_pattern,medio,HNC-V2_045-P03,HNC-V2_045-P04,orientation,counterfactual_only,0.293083339930,0.270572543144,0.022510796785,true
44,HNQ-V2_045,V2_045,ood_pattern,medio,HNC-V2_045-P03,HNC-V2_045-P05,composition,counterfactual_only,0.293083339930,0.282298684120,0.010784655809,true
45,HNQ-V2_046,V2_046,ood_pattern,medio,HNC-V2_046-P01,HNC-V2_046-P02,orientation,counterfactual_only,0.287164688110,0.269974887371,0.017189800739,true
45,HNQ-V2_046,V2_046,ood_pattern,medio,HNC-V2_046-P01,HNC-V2_046-P03,composition,counterfactual_only,0.287164688110,0.280593335629,0.006571352482,true
45,HNQ-V2_046,V2_046,ood_pattern,medio,HNC-V2_046-P01,HNC-V2_046-P04,symmetry,counterfactual_only,0.287164688110,0.276513278484,0.010651409626,true
45,HNQ-V2_046,V2_046,ood_pattern,medio,HNC-V2_046-P01,HNC-V2_046-P05,motif,counterfactual_only,0.287164688110,0.286639243364,0.000525444746,true
46,HNQ-V2_047,V2_047,ood_pattern,medio,HNC-V2_047-P03,HNC-V2_047-P01,composition,counterfactual_only,0.303817003965,0.284148603678,0.019668400288,true
46,HNQ-V2_047,V2_047,ood_pattern,medio,HNC-V2_047-P03,HNC-V2_047-P02,symmetry,counterfactual_only,0.303817003965,0.295951217413,0.007865786552,true
46,HNQ-V2_047,V2_047,ood_pattern,medio,HNC-V2_047-P03,HNC-V2_047-P04,palette_id,global_overlap,0.303817003965,0.201798558235,0.102018445730,true
46,HNQ-V2_047,V2_047,ood_pattern,medio,HNC-V2_047-P03,HNC-V2_047-P05,orientation,counterfactual_only,0.303817003965,0.281545519829,0.022271484137,true
47,HNQ-V2_048,V2_048,ood_pattern,bajo,HNC-V2_048-P05,HNC-V2_048-P01,symmetry,counterfactual_only,0.329175859690,0.319339156151,0.009836703539,true
47,HNQ-V2_048,V2_048,ood_pattern,bajo,HNC-V2_048-P05,HNC-V2_048-P02,palette_id,global_overlap,0.329175859690,0.302003353834,0.027172505856,true
47,HNQ-V2_048,V2_048,ood_pattern,bajo,HNC-V2_048-P05,HNC-V2_048-P03,motif,counterfactual_only,0.329175859690,0.321068882942,0.008106976748,true
47,HNQ-V2_048,V2_048,ood_pattern,bajo,HNC-V2_048-P05,HNC-V2_048-P04,composition,counterfactual_only,0.329175859690,0.316514194012,0.012661665678,true
48,HNQ-V2_049,V2_049,ood_pattern,bajo,HNC-V2_049-P02,HNC-V2_049-P01,palette_id,global_overlap,0.354372024536,0.288253128529,0.066118896008,true
48,HNQ-V2_049,V2_049,ood_pattern,bajo,HNC-V2_049-P02,HNC-V2_049-P03,motif,counterfactual_only,0.354372024536,0.353109121323,0.001262903214,true
48,HNQ-V2_049,V2_049,ood_pattern,bajo,HNC-V2_049-P02,HNC-V2_049-P04,orientation,counterfactual_only,0.354372024536,0.350956559181,0.003415465355,true
48,HNQ-V2_049,V2_049,ood_pattern,bajo,HNC-V2_049-P02,HNC-V2_049-P05,symmetry,counterfactual_only,0.354372024536,0.348560571671,0.005811452866,true
49,HNQ-V2_050,V2_050,ood_pattern,bajo,HNC-V2_050-P04,HNC-V2_050-P01,motif,counterfactual_only,0.300956934690,0.290434181690,0.010522753000,true
49,HNQ-V2_050,V2_050,ood_pattern,bajo,HNC-V2_050-P04,HNC-V2_050-P02,orientation,counterfactual_only,0.300956934690,0.288287848234,0.012669086456,true
49,HNQ-V2_050,V2_050,ood_pattern,bajo,HNC-V2_050-P04,HNC-V2_050-P03,composition,counterfactual_only,0.300956934690,0.288850516081,0.012106418610,true
49,HNQ-V2_050,V2_050,ood_pattern,bajo,HNC-V2_050-P04,HNC-V2_050-P05,palette_id,global_overlap,0.300956934690,0.229138255119,0.071818679571,true
50,HNQ-V2_051,V2_051,ood_pattern,bajo,HNC-V2_051-P02,HNC-V2_051-P01,composition,counterfactual_only,0.307164281607,0.295012921095,0.012151360512,true
50,HNQ-V2_051,V2_051,ood_pattern,bajo,HNC-V2_051-P02,HNC-V2_051-P03,symmetry,counterfactual_only,0.307164281607,0.294180721045,0.012983560562,true
50,HNQ-V2_051,V2_051,ood_pattern,bajo,HNC-V2_051-P02,HNC-V2_051-P04,motif,counterfactual_only,0.307164281607,0.291167199612,0.015997081995,true
50,HNQ-V2_051,V2_051,ood_pattern,bajo,HNC-V2_051-P02,HNC-V2_051-P05,orientation,counterfactual_only,0.307164281607,0.299998700619,0.007165580988,true
51,HNQ-V2_052,V2_052,ood_pattern,bajo,HNC-V2_052-P04,HNC-V2_052-P01,symmetry,counterfactual_only,0.333897471428,0.322245121002,0.011652350426,true
51,HNQ-V2_052,V2_052,ood_pattern,bajo,HNC-V2_052-P04,HNC-V2_052-P02,palette_id,global_overlap,0.333897471428,0.261284410954,0.072613060474,true
51,HNQ-V2_052,V2_052,ood_pattern,bajo,HNC-V2_052-P04,HNC-V2_052-P03,orientation,counterfactual_only,0.333897471428,0.326926171780,0.006971299648,true
51,HNQ-V2_052,V2_052,ood_pattern,bajo,HNC-V2_052-P04,HNC-V2_052-P05,composition,counterfactual_only,0.333897471428,0.324330091476,0.009567379951,true
52,HNQ-V2_053,V2_053,ood_both,medio,HNC-V2_053-P01,HNC-V2_053-P02,palette_id,global_overlap,0.338127553463,0.152329608798,0.185797944665,true
52,HNQ-V2_053,V2_053,ood_both,medio,HNC-V2_053-P01,HNC-V2_053-P03,motif,counterfactual_only,0.338127553463,0.338045537472,0.000082015991,true
52,HNQ-V2_053,V2_053,ood_both,medio,HNC-V2_053-P01,HNC-V2_053-P04,composition,counterfactual_only,0.338127553463,0.331607758999,0.006519794464,true
52,HNQ-V2_053,V2_053,ood_both,medio,HNC-V2_053-P01,HNC-V2_053-P05,symmetry,counterfactual_only,0.338127553463,0.328549325466,0.009578227997,true
53,HNQ-V2_054,V2_054,ood_both,medio,HNC-V2_054-P03,HNC-V2_054-P01,motif,counterfactual_only,0.314999639988,0.314975172281,0.000024467707,true
53,HNQ-V2_054,V2_054,ood_both,medio,HNC-V2_054-P03,HNC-V2_054-P02,orientation,counterfactual_only,0.314999639988,0.296298682690,0.018700957298,true
53,HNQ-V2_054,V2_054,ood_both,medio,HNC-V2_054-P03,HNC-V2_054-P04,symmetry,counterfactual_only,0.314999639988,0.309179127216,0.005820512772,true
53,HNQ-V2_054,V2_054,ood_both,medio,HNC-V2_054-P03,HNC-V2_054-P05,palette_id,global_overlap,0.314999639988,0.189196407795,0.125803232193,true
54,HNQ-V2_055,V2_055,ood_both,bajo,HNC-V2_055-P05,HNC-V2_055-P01,orientation,counterfactual_only,0.349800050259,0.342430830002,0.007369220257,true
54,HNQ-V2_055,V2_055,ood_both,bajo,HNC-V2_055-P05,HNC-V2_055-P02,composition,counterfactual_only,0.349800050259,0.334655702114,0.015144348145,true
54,HNQ-V2_055,V2_055,ood_both,bajo,HNC-V2_055-P05,HNC-V2_055-P03,palette_id,global_overlap,0.349800050259,0.187769308686,0.162030741572,true
54,HNQ-V2_055,V2_055,ood_both,bajo,HNC-V2_055-P05,HNC-V2_055-P04,motif,counterfactual_only,0.349800050259,0.338778764009,0.011021286249,true
55,HNQ-V2_056,V2_056,ood_both,bajo,HNC-V2_056-P03,HNC-V2_056-P01,symmetry,counterfactual_only,0.348027378321,0.336643636227,0.011383742094,true
55,HNQ-V2_056,V2_056,ood_both,bajo,HNC-V2_056-P03,HNC-V2_056-P02,motif,counterfactual_only,0.348027378321,0.340647161007,0.007380217314,true
55,HNQ-V2_056,V2_056,ood_both,bajo,HNC-V2_056-P03,HNC-V2_056-P04,orientation,counterfactual_only,0.348027378321,0.340057253838,0.007970124483,true
55,HNQ-V2_056,V2_056,ood_both,bajo,HNC-V2_056-P03,HNC-V2_056-P05,composition,counterfactual_only,0.348027378321,0.338047862053,0.009979516268,true
