query_index,query_id,rank,candidate_id,candidate_position,text_row_index,score,is_positive,relevance_label,candidate_role,changed_attribute,negative_type,is_global_positive_text,is_negative_global_overlap
45,HNQ-V2_046,2,HNC-V2_046-P05,5,461,0.286639243364,false,0,hard_negative,motif,counterfactual_only,false,false
45,HNQ-V2_046,3,HNC-V2_046-P03,3,459,0.280593335629,false,0,hard_negative,composition,counterfactual_only,false,false
45,HNQ-V2_046,4,HNC-V2_046-P04,4,460,0.276513278484,false,0,hard_negative,symmetry,counterfactual_only,false,false
45,HNQ-V2_046,5,HNC-V2_046-P02,2,458,0.269974887371,false,0,hard_negative,orientation,counterfactual_only,false,false
46,HNQ-V2_047,1,HNC-V2_047-P03,3,230,0.303817003965,true,1,positive,,not_applicable,true,false
46,HNQ-V2_047,2,HNC-V2_047-P02,2,463,0.295951217413,false,0,hard_negative,symmetry,counterfactual_only,false,false
46,HNQ-V2_047,3,HNC-V2_047-P01,1,462,0.284148603678,false,0,hard_negative,composition,counterfactual_only,false,false
46,HNQ-V2_047,4,HNC-V2_047-P05,5,464,0.281545519829,false,0,hard_negative,orientation,counterfactual_only,false,false
46,HNQ-V2_047,5,HNC-V2_047-P04,4,260,0.201798558235,false,0,hard_negative,palette_id,global_overlap,true,true
47,HNQ-V2_048,1,HNC-V2_048-P05,5,235,0.329175859690,true,1,positive,,not_applicable,true,false
47,HNQ-V2_048,2,HNC-V2_048-P03,3,466,0.321068882942,false,0,hard_negative,motif,counterfactual_only,false,false
47,HNQ-V2_048,3,HNC-V2_048-P01,1,465,0.319339156151,false,0,hard_negative,symmetry,counterfactual_only,false,false
47,HNQ-V2_048,4,HNC-V2_048-P04,4,467,0.316514194012,false,0,hard_negative,composition,counterfactual_only,false,false
47,HNQ-V2_048,5,HNC-V2_048-P02,2,240,0.302003353834,false,0,hard_negative,palette_id,global_overlap,true,true
48,HNQ-V2_049,1,HNC-V2_049-P02,2,240,0.354372024536,true,1,positive,,not_applicable,true,false
48,HNQ-V2_049,2,HNC-V2_049-P03,3,468,0.353109121323,false,0,hard_negative,motif,counterfactual_only,false,false
48,HNQ-V2_049,3,HNC-V2_049-P04,4,469,0.350956559181,false,0,hard_negative,orientation,counterfactual_only,false,false
48,HNQ-V2_049,4,HNC-V2_049-P05,5,470,0.348560571671,false,0,hard_negative,symmetry,counterfactual_only,false,false
48,HNQ-V2_049,5,HNC-V2_049-P01,1,245,0.288253128529,false,0,hard_negative,palette_id,global_overlap,true,true
49,HNQ-V2_050,1,HNC-V2_050-P04,4,245,0.300956934690,true,1,positive,,not_applicable,true,false
49,HNQ-V2_050,2,HNC-V2_050-P01,1,471,0.290434181690,false,0,hard_negative,motif,counterfactual_only,false,false
49,HNQ-V2_050,3,HNC-V2_050-P03,3,473,0.288850516081,false,0,hard_negative,composition,counterfactual_only,false,false
49,HNQ-V2_050,4,HNC-V2_050-P02,2,472,0.288287848234,false,0,hard_negative,orientation,counterfactual_only,false,false
49,HNQ-V2_050,5,HNC-V2_050-P05,5,250,0.229138255119,false,0,hard_negative,palette_id,global_overlap,true,true
50,HNQ-V2_051,1,HNC-V2_051-P02,2,250,0.307164281607,true,1,positive,,not_applicable,true,false
50,HNQ-V2_051,2,HNC-V2_051-P05,5,477,0.299998700619,false,0,hard_negative,orientation,counterfactual_only,false,false
50,HNQ-V2_051,3,HNC-V2_051-P01,1,474,0.295012921095,false,0,hard_negative,composition,counterfactual_only,false,false
50,HNQ-V2_051,4,HNC-V2_051-P03,3,475,0.294180721045,false,0,hard_negative,symmetry,counterfactual_only,false,false
50,HNQ-V2_051,5,HNC-V2_051-P04,4,476,0.291167199612,false,0,hard_negative,motif,counterfactual_only,false,false
51,HNQ-V2_052,1,HNC-V2_052-P04,4,255,0.333897471428,true,1,positive,,not_applicable,true,false
51,HNQ-V2_052,2,HNC-V2_052-P03,3,479,0.326926171780,false,0,hard_negative,orientation,counterfactual_only,false,false
51,HNQ-V2_052,3,HNC-V2_052-P05,5,480,0.324330091476,false,0,hard_negative,composition,counterfactual_only,false,false
51,HNQ-V2_052,4,HNC-V2_052-P01,1,478,0.322245121002,false,0,hard_negative,symmetry,counterfactual_only,false,false
51,HNQ-V2_052,5,HNC-V2_052-P02,2,270,0.261284410954,false,0,hard_negative,palette_id,global_overlap,true,true
52,HNQ-V2_053,1,HNC-V2_053-P01,1,260,0.338127553463,true,1,positive,,not_applicable,true,false
52,HNQ-V2_053,2,HNC-V2_053-P03,3,481,0.338045537472,false,0,hard_negative,motif,counterfactual_only,false,false
52,HNQ-V2_053,3,HNC-V2_053-P04,4,482,0.331607758999,false,0,hard_negative,composition,counterfactual_only,false,false
52,HNQ-V2_053,4,HNC-V2_053-P05,5,483,0.328549325466,false,0,hard_negative,symmetry,counterfactual_only,false,false
52,HNQ-V2_053,5,HNC-V2_053-P02,2,265,0.152329608798,false,0,hard_negative,palette_id,global_overlap,true,true
53,HNQ-V2_054,1,HNC-V2_054-P03,3,265,0.314999639988,true,1,positive,,not_applicable,true,false
53,HNQ-V2_054,2,HNC-V2_054-P01,1,484,0.314975172281,false,0,hard_negative,motif,counterfactual_only,false,false
53,HNQ-V2_054,3,HNC-V2_054-P04,4,486,0.309179127216,false,0,hard_negative,symmetry,counterfactual_only,false,false
53,HNQ-V2_054,4,HNC-V2_054-P02,2,485,0.296298682690,false,0,hard_negative,orientation,counterfactual_only,false,false
53,HNQ-V2_054,5,HNC-V2_054-P05,5,210,0.189196407795,false,0,hard_negative,palette_id,global_overlap,true,true
54,HNQ-V2_055,1,HNC-V2_055-P05,5,270,0.349800050259,true,1,positive,,not_applicable,true,false
54,HNQ-V2_055,2,HNC-V2_055-P01,1,487,0.342430830002,false,0,hard_negative,orientation,counterfactual_only,false,false
54,HNQ-V2_055,3,HNC-V2_055-P04,4,489,0.338778764009,false,0,hard_negative,motif,counterfactual_only,false,false
54,HNQ-V2_055,4,HNC-V2_055-P02,2,488,0.334655702114,false,0,hard_negative,composition,counterfactual_only,false,false
54,HNQ-V2_055,5,HNC-V2_055-P03,3,275,0.187769308686,false,0,hard_negative,palette_id,global_overlap,true,true
55,HNQ-V2_056,1,HNC-V2_056-P03,3,275,0.348027378321,true,1,positive,,not_applicable,true,false
55,HNQ-V2_056,2,HNC-V2_056-P02,2,491,0.340647161007,false,0,hard_negative,motif,counterfactual_only,false,false
55,HNQ-V2_056,3,HNC-V2_056-P04,4,492,0.340057253838,false,0,hard_negative,orientation,counterfactual_only,false,false
55,HNQ-V2_056,4,HNC-V2_056-P05,5,493,0.338047862053,false,0,hard_negative,composition,counterfactual_only,false,false
55,HNQ-V2_056,5,HNC-V2_056-P01,1,490,0.336643636227,false,0,hard_negative,symmetry,counterfactual_only,false,false
