text_row_index,text_id,text_sha256,usage_count,first_source_id,first_record_id,text
103,TXT-0104,5789a5aefaa4dd7825d3f9210cb9c72d6779a9f98c6a35fdfa5a9aea86c941c5,1,positivos,CAP-V2_021-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son rojo oscuro, negro y crema."
104,TXT-0105,89be9c33c597228c3b86873abee99b1aa4fde566f75df97fff099629377bde15,1,positivos,CAP-V2_021-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática rojo oscuro, negro y crema."
105,TXT-0106,b1cbec5d21808dc3117d559e730b45e9a6aecc18640577addd22472dd12fb928,2,positivos,CAP-V2_022-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
106,TXT-0107,d801b981687191dca0fd498cd28f0693f3d9af12bc5865b3a8937fb4c16d84a8,1,positivos,CAP-V2_022-TPL_02,"Imagen abstracta en colores azul profundo, crema y marrón, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
107,TXT-0108,f76c24ad0b934bcac024bca64be2e5f82d912e58c2dfd1cd826e657674ff766d,1,positivos,CAP-V2_022-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta azul profundo, crema y marrón."
108,TXT-0109,798ea956e2c96aa1ab5fc1876b3e697b1731a4f5a085ebcf01623f6e8feac13f,1,positivos,CAP-V2_022-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son azul profundo, crema y marrón."
109,TXT-0110,86368a3507fc0319eae14ac512d27f28a82603c523bc7f96bf3a556edfea51fe,1,positivos,CAP-V2_022-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática azul profundo, crema y marrón."
110,TXT-0111,cfb119ddda3022f810e27a0fed111604c2ed2396b597b2b305b60ba55e3d42ee,3,positivos,CAP-V2_023-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
111,TXT-0112,ebe0f79a64d264914a54c4ade96d3ff000ccc9a78d46c03e4767940144bbb3ee,1,positivos,CAP-V2_023-TPL_02,"Imagen abstracta en colores ocre, marrón y negro, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
112,TXT-0113,2f8aec162ea8c797df5fb62894ae52456eea0363b01809aca958213d0ab7487e,1,positivos,CAP-V2_023-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta ocre, marrón y negro."
113,TXT-0114,6a85b781fb812d08964481a3de5800b95a808e4002d08afab892babb37ba4d7d,1,positivos,CAP-V2_023-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son ocre, marrón y negro."
114,TXT-0115,243bc5d869acf8dd4d108eb4f20dbef4af0930e604a671312eac40ecc8fd70b3,1,positivos,CAP-V2_023-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática ocre, marrón y negro."
115,TXT-0116,1abaa86d1bd39dda4065d68a27035f07de9844808fc5648b15d30ea06be585a2,3,positivos,CAP-V2_024-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
116,TXT-0117,992f26ab3860df1a89fab201d468a925e623c39574ee14b4fd2b1475cdadc33c,1,positivos,CAP-V2_024-TPL_02,"Imagen abstracta en colores blanco, negro y gris, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
117,TXT-0118,a2bdd6117cc215f867931f64d2406211251abfbf1a998d29bb04a2a4249df4e7,1,positivos,CAP-V2_024-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta blanco, negro y gris."
118,TXT-0119,1805cbf7e5e7540965142eef7f0d67a571fa2565fb743aeea4f74d28a1b71bcf,1,positivos,CAP-V2_024-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son blanco, negro y gris."
119,TXT-0120,cf4f38dd3a03a3937e8e6d269686a61768ebc249502dc361fe133b5a01bbd520,1,positivos,CAP-V2_024-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática blanco, negro y gris."
120,TXT-0121,bc83cfb5144d7091b1084f0df755be4b135a5e48644b5ad04ac858359b58a3b5,3,positivos,CAP-V2_025-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
121,TXT-0122,0a49a3e7aec236c69016cc64bbeaf2d345a02bc963dab1ef532b510f48d0df2c,1,positivos,CAP-V2_025-TPL_02,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
122,TXT-0123,87ebb9bbf0c8239eac45189187ce08480ca9e40776741b79a74b8dd7ec53993e,1,positivos,CAP-V2_025-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta rojo tierra, ocre, verde oscuro y azul profundo."
123,TXT-0124,8ac3b7e14549f46bd26553219fcd15a2d905876e98344e75b411e9ab9fbb39e4,1,positivos,CAP-V2_025-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son rojo tierra, ocre, verde oscuro y azul profundo."
124,TXT-0125,5169e110f769450da046316b6bf6c42ce6907a65137c8687ed30fa514d28a676,1,positivos,CAP-V2_025-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo."
125,TXT-0126,88ffc688ebfa4a8905abd903dd6dba411e41be5fba1b0971ead046691410d20b,3,positivos,CAP-V2_026-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
126,TXT-0127,961ba880775acba83044c5185d549794e2633558b05570c3c7d6a29367283186,1,positivos,CAP-V2_026-TPL_02,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica."
127,TXT-0128,9d10ff1ca0c4a49ff5ae471cb25706d59b46ec65c6ebe22ff24dd612b978f923,1,positivos,CAP-V2_026-TPL_03,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta, simetría asimétrica y una paleta rojo oscuro, negro y crema."
128,TXT-0129,2c573e7ceeab6ba6bd5c7af3035426098464e721d7561d10ac9a5d9719510621,1,positivos,CAP-V2_026-TPL_04,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta, la simetría es asimétrica y los colores son rojo oscuro, negro y crema."
129,TXT-0130,79a7b8d8a8f0c5c66ee1bdaef280ca581800f152728131c75eb99dfc06dbf3ee,1,positivos,CAP-V2_026-TPL_05,"Textura geométrica con motivos geométricos combinados, orientación mixta, composición mixta, simetría asimétrica y combinación cromática rojo oscuro, negro y crema."
130,TXT-0131,7c6058084e5a136443f68f271ecd01e65f0bd284b7816eb69382c448621a9c0c,2,positivos,CAP-V2_027-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
131,TXT-0132,2960b469a1d2e71b85f02d11ca99342cff4273e36d5d247b13b2de0b6bfa8302,1,positivos,CAP-V2_027-TPL_02,"Imagen abstracta en colores azul profundo, crema y marrón, formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica."
132,TXT-0133,b541dc250f46cf13e063e859e09363fa304a6a7aab3f9ff11b18707f3f1776a5,1,positivos,CAP-V2_027-TPL_03,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta, simetría asimétrica y una paleta azul profundo, crema y marrón."
133,TXT-0134,4b888c8f1771b1c6659c53307a31ab98feb884a26add675886ecee959dd1548b,1,positivos,CAP-V2_027-TPL_04,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta, la simetría es asimétrica y los colores son azul profundo, crema y marrón."
134,TXT-0135,2a3b1be4d0d4c54b6f30c649d39836ed51fdc5d8f78bfc3d9eb076e8e7207c7e,1,positivos,CAP-V2_027-TPL_05,"Textura geométrica con motivos geométricos combinados, orientación mixta, composición mixta, simetría asimétrica y combinación cromática azul profundo, crema y marrón."
135,TXT-0136,477d3f1b28a1a2d977c4a157a74f3a63f4f0183d71e4842e742e2f9461648779,3,positivos,CAP-V2_028-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
136,TXT-0137,2b1de60ac21acd03e10e047e1b83b5432b4a1833082eba85a495e5913fb79608,1,positivos,CAP-V2_028-TPL_02,"Imagen abstracta en colores ocre, marrón y negro, formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica."
137,TXT-0138,c9d72356739b1f9a7ed652ac8c52462c6c1fcdffedeea4892de3a3a6750d340e,1,positivos,CAP-V2_028-TPL_03,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta, simetría asimétrica y una paleta ocre, marrón y negro."
138,TXT-0139,7c168bdf4f386936f22dc947139ab8ce757a2c9ec263958d3afd9f310f524a41,1,positivos,CAP-V2_028-TPL_04,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta, la simetría es asimétrica y los colores son ocre, marrón y negro."
139,TXT-0140,c30bec42323826bd43cf62d5e45d692f8b6e458ce7026234dfc7f998b6471275,1,positivos,CAP-V2_028-TPL_05,"Textura geométrica con motivos geométricos combinados, orientación mixta, composición mixta, simetría asimétrica y combinación cromática ocre, marrón y negro."
140,TXT-0141,c8bf8a072e3118987307c7ef2cc3f031ff219c8b5e2d2d41740da57be8c55c2d,3,positivos,CAP-V2_029-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
141,TXT-0142,2db678d360fead34f90fa4ec6cf06069bc3bde7d0b19d8520dbfa69caee708b9,1,positivos,CAP-V2_029-TPL_02,"Imagen abstracta en colores blanco, negro y gris, formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica."
142,TXT-0143,61816e15f89f94f40b22f174a6b5bb11c074180541543a2a05b74838e48f8220,1,positivos,CAP-V2_029-TPL_03,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta, simetría asimétrica y una paleta blanco, negro y gris."
143,TXT-0144,356a849537003f85639add198fb748a1d68a457709120396e53bfc65e1c17458,1,positivos,CAP-V2_029-TPL_04,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta, la simetría es asimétrica y los colores son blanco, negro y gris."
144,TXT-0145,20739d0903e04e3407fff83f2ee2d970a8d3b95008d083efd9c8e435423511bc,1,positivos,CAP-V2_029-TPL_05,"Textura geométrica con motivos geométricos combinados, orientación mixta, composición mixta, simetría asimétrica y combinación cromática blanco, negro y gris."
145,TXT-0146,c65695c9b8c5e56efbbc0543cc69db2c19b69afda0923318baec8a1408b0cb31,3,positivos,CAP-V2_030-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
146,TXT-0147,eed59e2ce3838bf7b3e5f2c25fae04cf8869fe564c3c68a28b096c743057c065,1,positivos,CAP-V2_030-TPL_02,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica."
147,TXT-0148,96d1729c28d49f95969e3c37eeb326b4582d008da3fe52c681d19fac86167ab4,1,positivos,CAP-V2_030-TPL_03,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta, simetría asimétrica y una paleta rojo tierra, ocre, verde oscuro y azul profundo."
148,TXT-0149,47e0f3a8fc7e1ae6571bb854071bc2a1d12e4a0011bde2e2600ade075c6d91f6,1,positivos,CAP-V2_030-TPL_04,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta, la simetría es asimétrica y los colores son rojo tierra, ocre, verde oscuro y azul profundo."
149,TXT-0150,5370b5abcfd7145b329de87f5969d013b08f6bb695689d8c5288847056efabfa,1,positivos,CAP-V2_030-TPL_05,"Textura geométrica con motivos geométricos combinados, orientación mixta, composición mixta, simetría asimétrica y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo."
150,TXT-0151,4510181f3d572f5916240991ce97faa61283b0617927b7c6dce23528054a1d1b,3,positivos,CAP-V2_031-TPL_01,"Patrón geométrico sintético con paleta verde, ocre y crema; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva."
151,TXT-0152,12ab3a00dae37d9aa64e59aacaa315793fc0210431534779330ec838f8558f55,1,positivos,CAP-V2_031-TPL_02,"Imagen abstracta en colores verde, ocre y crema, formada por bandas geométricas, con orientación horizontal, composición en bandas y simetría repetitiva."
152,TXT-0153,c608d7f0508e558c36d8660158e892049b742dc3bbbd9342630ea547d0695593,1,positivos,CAP-V2_031-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación horizontal, simetría repetitiva y una paleta verde, ocre y crema."
153,TXT-0154,9b4b22e92029a5565148a3ddab46a84f139a84d792f6aa8d557e07cfcfabeb80,1,positivos,CAP-V2_031-TPL_04,"Representación sintética de bandas geométricas; la orientación es horizontal, la composición es en bandas, la simetría es repetitiva y los colores son verde, ocre y crema."
154,TXT-0155,3c251744753346f60f3eaba84adfbf8a23348363fd0a0a85a4f43ff9241bc3f2,1,positivos,CAP-V2_031-TPL_05,"Textura geométrica con bandas geométricas, orientación horizontal, composición en bandas, simetría repetitiva y combinación cromática verde, ocre y crema."
155,TXT-0156,50d1669c92f44c0006f228030bca2d4bc83208eddccf6a376430fb06e27dc528,2,positivos,CAP-V2_032-TPL_01,"Patrón geométrico sintético con paleta morado, gris y rosa; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva."
156,TXT-0157,71eb03a790fe1bb05dc812675f8d5172ff228bc1c1399b1f3a23008e6927ccd9,1,positivos,CAP-V2_032-TPL_02,"Imagen abstracta en colores morado, gris y rosa, formada por bandas geométricas, con orientación horizontal, composición en bandas y simetría repetitiva."
157,TXT-0158,13ecbe7d61a093e434b2dd5c84ed50977076f802d3cfa0b773dbb2314eb13ffe,1,positivos,CAP-V2_032-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación horizontal, simetría repetitiva y una paleta morado, gris y rosa."
158,TXT-0159,ba94f5d4ef231235e9750d882c89faa7cad3a78da0323c35d2389527cb9fef0d,1,positivos,CAP-V2_032-TPL_04,"Representación sintética de bandas geométricas; la orientación es horizontal, la composición es en bandas, la simetría es repetitiva y los colores son morado, gris y rosa."
159,TXT-0160,891f2b59d3b03521a2dd08a960f1c48c0c975b678e08b0f2c63d246c9ab8034c,1,positivos,CAP-V2_032-TPL_05,"Textura geométrica con bandas geométricas, orientación horizontal, composición en bandas, simetría repetitiva y combinación cromática morado, gris y rosa."
160,TXT-0161,4efc5614dbfbf2c48a2cc7f23b125eee642aef36ccadad100adfb2ac507c51da,4,positivos,CAP-V2_033-TPL_01,"Patrón geométrico sintético con paleta verde, ocre y crema; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
161,TXT-0162,82fd5c546d8f587910957aaebf1b9078ff230d3b8113811285ddef9be866cd71,1,positivos,CAP-V2_033-TPL_02,"Imagen abstracta en colores verde, ocre y crema, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
162,TXT-0163,4a53d4de6ec799e04da903f8cb4a1fa01bf0d332147f1faa9f872d1fa7d7c737,1,positivos,CAP-V2_033-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta verde, ocre y crema."
163,TXT-0164,a89f8edc48f1039124e9f8272b8340d8b3399c9d5d29b0ae55f1204a9afeedfa,1,positivos,CAP-V2_033-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son verde, ocre y crema."
164,TXT-0165,b9d2de16870616a806542cac488a331fd3b2e513a96e4bc14e0fd8291a212ea0,1,positivos,CAP-V2_033-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática verde, ocre y crema."
165,TXT-0166,fa7af82166dcadf35dc8f6f238b44b7620fb0c53a9e07fb018ccf6dce78a9e6a,4,positivos,CAP-V2_034-TPL_01,"Patrón geométrico sintético con paleta morado, gris y rosa; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
166,TXT-0167,302ae668a21820872e6dde898d2d08990125f422810567b477a336a281f44884,1,positivos,CAP-V2_034-TPL_02,"Imagen abstracta en colores morado, gris y rosa, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
167,TXT-0168,f06e57672ef90e8c8c52ca316bafa1341a98105c6938e55e69c311bcbc3fafe2,1,positivos,CAP-V2_034-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta morado, gris y rosa."
168,TXT-0169,7b9eadebfb1f31ec7d3a546e56787e19b37f7c557d9ffac001b5a234ec9d2b22,1,positivos,CAP-V2_034-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son morado, gris y rosa."
169,TXT-0170,663d49701078d6d4183863ed5bc451fcc44fdc6bbb8aeb9fa3ad4d7673891685,1,positivos,CAP-V2_034-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática morado, gris y rosa."
170,TXT-0171,f5b328ee55d76417a0832dbec1d09000eaddedbb27f019bb621466551e5c21d5,3,positivos,CAP-V2_035-TPL_01,"Patrón geométrico sintético con paleta verde, ocre y crema; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
171,TXT-0172,ec8fd678405dfd7be4f53412b5dc50adec78c6b1e0d1e20355e75235367f017a,1,positivos,CAP-V2_035-TPL_02,"Imagen abstracta en colores verde, ocre y crema, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
172,TXT-0173,32e85d44028b390787bff1c24c6076aefffe8e4454912aef0afb7687c04666cd,1,positivos,CAP-V2_035-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta verde, ocre y crema."
173,TXT-0174,6a703945c74a3cb2ec53f2d91467e842d934d4e9a434eeec0e8ab0a50b2d0329,1,positivos,CAP-V2_035-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son verde, ocre y crema."
174,TXT-0175,7ecbdc80d2f0030d9a35235a2548e38c07fcc7e5dd0688cbc6fc4ec440f4ccc1,1,positivos,CAP-V2_035-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática verde, ocre y crema."
175,TXT-0176,59a66d29753f5d5a554eefee908236f22e03d38bd586077b77a5433f27c8037e,3,positivos,CAP-V2_036-TPL_01,"Patrón geométrico sintético con paleta morado, gris y rosa; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
176,TXT-0177,4c6daa1ddd9fa4c84b2b965ac62b8e0297e284115a30588e47b01e4ae3efff59,1,positivos,CAP-V2_036-TPL_02,"Imagen abstracta en colores morado, gris y rosa, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
177,TXT-0178,db2e9db68ccbdbb379c7b9c38a7862ecd8a08c16e8221b914e40a1e63f9d1def,1,positivos,CAP-V2_036-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta morado, gris y rosa."
178,TXT-0179,bb80b78b19da0df5fb78ab687105467cb9deb278b4c620fd2ae766202b543946,1,positivos,CAP-V2_036-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son morado, gris y rosa."
179,TXT-0180,8ab4b2fa78f5ac0c6c03b2d9386dc078b3dadbdb9b607392ab7758479260ca93,1,positivos,CAP-V2_036-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática morado, gris y rosa."
180,TXT-0181,53ea6ccd54778020b27c560c3c89cf1e36839745deca5ffdfc25615e39e311b5,3,positivos,CAP-V2_037-TPL_01,"Patrón geométrico sintético con paleta verde, ocre y crema; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
181,TXT-0182,c2e8a0d186c42060d68d657bd28a36fa4d10016f8cf23640aa2ca445d7fd5caa,1,positivos,CAP-V2_037-TPL_02,"Imagen abstracta en colores verde, ocre y crema, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
182,TXT-0183,b087b8e6fd12213a9f5e387895d509d63b42f734065959d5d1c1c6987c74920f,1,positivos,CAP-V2_037-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta verde, ocre y crema."
183,TXT-0184,4f920fe2c062bbd8023a4f0c7f7f777524508b5b3d5fdde0a4354c2427ac851b,1,positivos,CAP-V2_037-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son verde, ocre y crema."
184,TXT-0185,e93de355a8a1392e585ad778812ff54af6297aad503f75f284568750163e5cd8,1,positivos,CAP-V2_037-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática verde, ocre y crema."
185,TXT-0186,7a3a69264437240b0a8f80cf34a148b8c1ead03045d1876177e27866967ca340,3,positivos,CAP-V2_038-TPL_01,"Patrón geométrico sintético con paleta morado, gris y rosa; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
186,TXT-0187,05ef38e8d0c3c86671d9fca9222b6e93b5e8ba4407a8abb230d1ab6cbfc07773,1,positivos,CAP-V2_038-TPL_02,"Imagen abstracta en colores morado, gris y rosa, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
187,TXT-0188,bae5c3c299a599d91ca14eed3e56185d89fb84d696b44bb7d13b6710aaee8edc,1,positivos,CAP-V2_038-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta morado, gris y rosa."
188,TXT-0189,de724b7897a0b77b6c08fa66ee6ae753f27cf3bbb39e554165d624f0c4050d59,1,positivos,CAP-V2_038-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son morado, gris y rosa."
189,TXT-0190,6c8c8204a30ed3f82dac97b2823cc61b7465830f634d85e31420a30cce058e30,1,positivos,CAP-V2_038-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática morado, gris y rosa."
190,TXT-0191,3087651e8e65d01367942d9bf9777f1640e9bb2dbea74741258efdb516d700ea,3,positivos,CAP-V2_039-TPL_01,"Patrón geométrico sintético con paleta verde, ocre y crema; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
191,TXT-0192,b0f3de6732fcd576651edd608439a9989c4410f4c3a1642c8f4b01a54edeeb06,1,positivos,CAP-V2_039-TPL_02,"Imagen abstracta en colores verde, ocre y crema, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
192,TXT-0193,c2e298716a363c6388dd8479f333bdf5fff51d111d36397585a3528bf134565b,1,positivos,CAP-V2_039-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta verde, ocre y crema."
193,TXT-0194,ea772dad5ad1a2e6edd16ecf14d6190790739727ddebd57ba24f943db699e2b5,1,positivos,CAP-V2_039-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son verde, ocre y crema."
194,TXT-0195,cc4232aa75e9e993226aaa0b818bfce78db21c6d60db7f34644811b424dd5c10,1,positivos,CAP-V2_039-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática verde, ocre y crema."
195,TXT-0196,1f462166cf8a7691ba722bbc9556479c452e7156ed974dc177cad9c91f4400b6,3,positivos,CAP-V2_040-TPL_01,"Patrón geométrico sintético con paleta morado, gris y rosa; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
196,TXT-0197,ac032c15cc76e58c0b8bf8658cb77d8c00c20fba14bfe5a6960903b7548abb6a,1,positivos,CAP-V2_040-TPL_02,"Imagen abstracta en colores morado, gris y rosa, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
197,TXT-0198,916dfa93097642db2d55829b8bb8cf9d0f0555316c345b6701649d046198164f,1,positivos,CAP-V2_040-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta morado, gris y rosa."
198,TXT-0199,dfb3b03189baf3489d38688af632f3971896fc46ade0faaefa0e356a644018d4,1,positivos,CAP-V2_040-TPL_04,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son morado, gris y rosa."
199,TXT-0200,77593100cc99dc97409153412ef31a02fc8b63fe37180241a8418fb50c02d2b5,1,positivos,CAP-V2_040-TPL_05,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática morado, gris y rosa."
200,TXT-0201,c60b8c606a3ff5bdf5529ba8bf73574360bac5e286140c561cc562573207af94,3,positivos,CAP-V2_041-TPL_01,"Patrón geométrico sintético con paleta verde, ocre y crema; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
201,TXT-0202,09d54566aed7a38732653d919bdc9e36b9f7759fc10bc0b1850bf50e9ba723ac,1,positivos,CAP-V2_041-TPL_02,"Imagen abstracta en colores verde, ocre y crema, formada por motivos geométricos combinados, con orientación mixta, composición mixta y simetría asimétrica."
202,TXT-0203,afc332c550e73df79a640139735ecbae530e500b2934a53ec0bedcded8bfbd91,1,positivos,CAP-V2_041-TPL_03,"Diseño de composición mixta que muestra motivos geométricos combinados, orientación mixta, simetría asimétrica y una paleta verde, ocre y crema."
203,TXT-0204,26e3f0dce9fc0580a18d4902718f9288fa8bfa4d8d8ca2fd32bb613f934d365c,1,positivos,CAP-V2_041-TPL_04,"Representación sintética de motivos geométricos combinados; la orientación es mixta, la composición es mixta, la simetría es asimétrica y los colores son verde, ocre y crema."
204,TXT-0205,8bf44d6977022de181a9d9eb7e8879fd134eb5324ee90ba4071d1f52572e2908,1,positivos,CAP-V2_041-TPL_05,"Textura geométrica con motivos geométricos combinados, orientación mixta, composición mixta, simetría asimétrica y combinación cromática verde, ocre y crema."
205,TXT-0206,70c2544b4163e555da9186db77dd9f9bb946d413a2eb437ceda65f14677f27ef,2,positivos,CAP-V2_042-TPL_01,"Patrón geométrico sintético con paleta morado, gris y rosa; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica."
