condition,source,query_index,caption_id,image_id,semantic_id,split,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,template_id,is_canonical,relevant_rank,top1_image_id,top1_score,relevant_score,positive_margin,recall_at_1,recall_at_5,mrr,ndcg_at_10
openclip,reused_validated_e1,222,CAP-V2_045-TPL_03,V2_045,SEM-65762749FD7D9D05,ood_pattern,chevrons_diagonal,ocre_marron_negro,chevrones,diagonal,bandas,repetitiva,medio,TPL_03,false,11,V2_028,0.338535428047,0.280418783426,-0.058116644621,0.000000000000,0.000000000000,0.090909090909,0.000000000000
openclip,reused_validated_e1,223,CAP-V2_045-TPL_04,V2_045,SEM-65762749FD7D9D05,ood_pattern,chevrons_diagonal,ocre_marron_negro,chevrones,diagonal,bandas,repetitiva,medio,TPL_04,false,20,V2_003,0.331811785698,0.253977090120,-0.077834695578,0.000000000000,0.000000000000,0.050000000000,0.000000000000
openclip,reused_validated_e1,224,CAP-V2_045-TPL_05,V2_045,SEM-65762749FD7D9D05,ood_pattern,chevrons_diagonal,ocre_marron_negro,chevrones,diagonal,bandas,repetitiva,medio,TPL_05,false,9,V2_008,0.299260258675,0.275814324617,-0.023445934057,0.000000000000,0.000000000000,0.111111111111,0.301029995664
openclip,reused_validated_e1,225,CAP-V2_046-TPL_01,V2_046,SEM-C6432B9E4CDBB5A7,ood_pattern,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,TPL_01,true,4,V2_014,0.333062827587,0.287164688110,-0.045898139477,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,226,CAP-V2_046-TPL_02,V2_046,SEM-C6432B9E4CDBB5A7,ood_pattern,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,TPL_02,false,11,V2_014,0.299109786749,0.226365387440,-0.072744399309,0.000000000000,0.000000000000,0.090909090909,0.000000000000
openclip,reused_validated_e1,227,CAP-V2_046-TPL_03,V2_046,SEM-C6432B9E4CDBB5A7,ood_pattern,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,TPL_03,false,7,V2_029,0.315291643143,0.257575958967,-0.057715684175,0.000000000000,0.000000000000,0.142857142857,0.333333333333
openclip,reused_validated_e1,228,CAP-V2_046-TPL_04,V2_046,SEM-C6432B9E4CDBB5A7,ood_pattern,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,TPL_04,false,7,V2_004,0.297280907631,0.236629560590,-0.060651347041,0.000000000000,0.000000000000,0.142857142857,0.333333333333
openclip,reused_validated_e1,229,CAP-V2_046-TPL_05,V2_046,SEM-C6432B9E4CDBB5A7,ood_pattern,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,TPL_05,false,6,V2_004,0.321195483208,0.293294966221,-0.027900516987,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,230,CAP-V2_047-TPL_01,V2_047,SEM-2FFA4D814BEBCF16,ood_pattern,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,TPL_01,true,10,V2_015,0.367198765278,0.303817003965,-0.063381761312,0.000000000000,0.000000000000,0.100000000000,0.289064826318
openclip,reused_validated_e1,231,CAP-V2_047-TPL_02,V2_047,SEM-2FFA4D814BEBCF16,ood_pattern,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,TPL_02,false,12,V2_030,0.339366465807,0.245536535978,-0.093829929829,0.000000000000,0.000000000000,0.083333333333,0.000000000000
openclip,reused_validated_e1,232,CAP-V2_047-TPL_03,V2_047,SEM-2FFA4D814BEBCF16,ood_pattern,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,TPL_03,false,10,V2_030,0.364696472883,0.276385128498,-0.088311344385,0.000000000000,0.000000000000,0.100000000000,0.289064826318
openclip,reused_validated_e1,233,CAP-V2_047-TPL_04,V2_047,SEM-2FFA4D814BEBCF16,ood_pattern,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,TPL_04,false,24,V2_015,0.342188954353,0.244435533881,-0.097753420472,0.000000000000,0.000000000000,0.041666666667,0.000000000000
openclip,reused_validated_e1,234,CAP-V2_047-TPL_05,V2_047,SEM-2FFA4D814BEBCF16,ood_pattern,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,TPL_05,false,8,V2_015,0.364931881428,0.306630373001,-0.058301508427,0.000000000000,0.000000000000,0.125000000000,0.315464876786
openclip,reused_validated_e1,235,CAP-V2_048-TPL_01,V2_048,SEM-EE8AABF8E6A4B9F8,ood_pattern,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,2,V2_011,0.330225765705,0.329175859690,-0.001049906015,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,236,CAP-V2_048-TPL_02,V2_048,SEM-EE8AABF8E6A4B9F8,ood_pattern,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,2,V2_011,0.313584983349,0.295366942883,-0.018218040466,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,237,CAP-V2_048-TPL_03,V2_048,SEM-EE8AABF8E6A4B9F8,ood_pattern,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,2,V2_011,0.311166107655,0.300570070744,-0.010596036911,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,238,CAP-V2_048-TPL_04,V2_048,SEM-EE8AABF8E6A4B9F8,ood_pattern,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,3,V2_021,0.296505868435,0.277583390474,-0.018922477961,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,239,CAP-V2_048-TPL_05,V2_048,SEM-EE8AABF8E6A4B9F8,ood_pattern,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,2,V2_011,0.314576089382,0.304516315460,-0.010059773922,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,240,CAP-V2_049-TPL_01,V2_049,SEM-6D37CFF774A2170A,ood_pattern,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,1,V2_049,0.354372024536,0.354372024536,0.020501375198,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,241,CAP-V2_049-TPL_02,V2_049,SEM-6D37CFF774A2170A,ood_pattern,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,1,V2_049,0.317841738462,0.317841738462,0.001930177212,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,242,CAP-V2_049-TPL_03,V2_049,SEM-6D37CFF774A2170A,ood_pattern,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,1,V2_049,0.336418986320,0.336418986320,0.011552214622,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,243,CAP-V2_049-TPL_04,V2_049,SEM-6D37CFF774A2170A,ood_pattern,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,1,V2_049,0.290834307671,0.290834307671,0.011999726295,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,244,CAP-V2_049-TPL_05,V2_049,SEM-6D37CFF774A2170A,ood_pattern,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,2,V2_012,0.324842274189,0.322835445404,-0.002006828785,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,245,CAP-V2_050-TPL_01,V2_050,SEM-FC6C9490A1241F7A,ood_pattern,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,1,V2_050,0.300956934690,0.300956934690,0.003160446882,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,246,CAP-V2_050-TPL_02,V2_050,SEM-FC6C9490A1241F7A,ood_pattern,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,4,V2_011,0.299203574657,0.275125712156,-0.024077862501,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,247,CAP-V2_050-TPL_03,V2_050,SEM-FC6C9490A1241F7A,ood_pattern,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,6,V2_013,0.292651474476,0.273504734039,-0.019146740437,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,248,CAP-V2_050-TPL_04,V2_050,SEM-FC6C9490A1241F7A,ood_pattern,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,12,V2_011,0.277869820595,0.243738591671,-0.034131228924,0.000000000000,0.000000000000,0.083333333333,0.000000000000
openclip,reused_validated_e1,249,CAP-V2_050-TPL_05,V2_050,SEM-FC6C9490A1241F7A,ood_pattern,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,5,V2_011,0.283355951309,0.267885625362,-0.015470325947,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,250,CAP-V2_051-TPL_01,V2_051,SEM-0920FB69B33089FA,ood_pattern,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,1,V2_051,0.307164281607,0.307164281607,0.002846568823,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,251,CAP-V2_051-TPL_02,V2_051,SEM-0920FB69B33089FA,ood_pattern,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,3,V2_024,0.291154026985,0.281404465437,-0.009749561548,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,252,CAP-V2_051-TPL_03,V2_051,SEM-0920FB69B33089FA,ood_pattern,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,1,V2_051,0.286718845367,0.286718845367,0.009959697723,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,253,CAP-V2_051-TPL_04,V2_051,SEM-0920FB69B33089FA,ood_pattern,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,2,V2_024,0.285623818636,0.277237474918,-0.008386343718,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,254,CAP-V2_051-TPL_05,V2_051,SEM-0920FB69B33089FA,ood_pattern,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,3,V2_014,0.285645782948,0.276461720467,-0.009184062481,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,255,CAP-V2_052-TPL_01,V2_052,SEM-E1BF16D5596893CB,ood_pattern,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,2,V2_015,0.342561244965,0.333897471428,-0.008663773537,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,256,CAP-V2_052-TPL_02,V2_052,SEM-E1BF16D5596893CB,ood_pattern,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,2,V2_015,0.304800808430,0.295676469803,-0.009124338627,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,257,CAP-V2_052-TPL_03,V2_052,SEM-E1BF16D5596893CB,ood_pattern,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,3,V2_015,0.322682857513,0.304200351238,-0.018482506275,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,258,CAP-V2_052-TPL_04,V2_052,SEM-E1BF16D5596893CB,ood_pattern,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,4,V2_015,0.312009662390,0.282898366451,-0.029111295938,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,259,CAP-V2_052-TPL_05,V2_052,SEM-E1BF16D5596893CB,ood_pattern,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,4,V2_015,0.328088462353,0.310167193413,-0.017921268940,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,260,CAP-V2_053-TPL_01,V2_053,SEM-20B860903E0F0C0C,ood_both,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,TPL_01,true,4,V2_035,0.351198017597,0.338127553463,-0.013070464134,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,261,CAP-V2_053-TPL_02,V2_053,SEM-20B860903E0F0C0C,ood_both,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,TPL_02,false,7,V2_041,0.350341618061,0.274742454290,-0.075599163771,0.000000000000,0.000000000000,0.142857142857,0.333333333333
openclip,reused_validated_e1,262,CAP-V2_053-TPL_03,V2_053,SEM-20B860903E0F0C0C,ood_both,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,TPL_03,false,4,V2_041,0.374577313662,0.317126452923,-0.057450860739,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,263,CAP-V2_053-TPL_04,V2_053,SEM-20B860903E0F0C0C,ood_both,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,TPL_04,false,4,V2_041,0.324654102325,0.293785631657,-0.030868470669,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,264,CAP-V2_053-TPL_05,V2_053,SEM-20B860903E0F0C0C,ood_both,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,TPL_05,false,4,V2_035,0.346079230309,0.340778529644,-0.005300700665,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,265,CAP-V2_054-TPL_01,V2_054,SEM-C4C38215AF96E506,ood_both,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,TPL_01,true,5,V2_036,0.353700101376,0.314999639988,-0.038700461388,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,266,CAP-V2_054-TPL_02,V2_054,SEM-C4C38215AF96E506,ood_both,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,TPL_02,false,6,V2_036,0.342112869024,0.264278113842,-0.077834755182,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,267,CAP-V2_054-TPL_03,V2_054,SEM-C4C38215AF96E506,ood_both,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,TPL_03,false,6,V2_042,0.350639373064,0.300649344921,-0.049990028143,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,268,CAP-V2_054-TPL_04,V2_054,SEM-C4C38215AF96E506,ood_both,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,TPL_04,false,6,V2_036,0.333063334227,0.281111866236,-0.051951467991,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,269,CAP-V2_054-TPL_05,V2_054,SEM-C4C38215AF96E506,ood_both,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,TPL_05,false,5,V2_036,0.353218019009,0.323630839586,-0.029587179422,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,270,CAP-V2_055-TPL_01,V2_055,SEM-B3C4DB2C1AD51CA9,ood_both,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,1,V2_055,0.349800050259,0.349800050259,0.028850257397,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,271,CAP-V2_055-TPL_02,V2_055,SEM-B3C4DB2C1AD51CA9,ood_both,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,1,V2_055,0.326902806759,0.326902806759,0.017136335373,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,272,CAP-V2_055-TPL_03,V2_055,SEM-B3C4DB2C1AD51CA9,ood_both,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,1,V2_055,0.321671247482,0.321671247482,0.010356545448,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,273,CAP-V2_055-TPL_04,V2_055,SEM-B3C4DB2C1AD51CA9,ood_both,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,1,V2_055,0.294609069824,0.294609069824,0.005690604448,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,274,CAP-V2_055-TPL_05,V2_055,SEM-B3C4DB2C1AD51CA9,ood_both,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,1,V2_055,0.329168707132,0.329168707132,0.014873951674,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,275,CAP-V2_056-TPL_01,V2_056,SEM-1076CAB99B86DF83,ood_both,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,TPL_01,true,1,V2_056,0.348027378321,0.348027378321,0.023250490427,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,276,CAP-V2_056-TPL_02,V2_056,SEM-1076CAB99B86DF83,ood_both,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,TPL_02,false,1,V2_056,0.335076332092,0.335076332092,0.019711077213,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,277,CAP-V2_056-TPL_03,V2_056,SEM-1076CAB99B86DF83,ood_both,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,TPL_03,false,1,V2_056,0.335884332657,0.335884332657,0.024852931499,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,278,CAP-V2_056-TPL_04,V2_056,SEM-1076CAB99B86DF83,ood_both,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,TPL_04,false,1,V2_056,0.303581058979,0.303581058979,0.014796257019,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,279,CAP-V2_056-TPL_05,V2_056,SEM-1076CAB99B86DF83,ood_both,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,TPL_05,false,1,V2_056,0.332030206919,0.332030206919,0.018728673458,1.000000000000,1.000000000000,1.000000000000,1.000000000000
random,computed_from_baselines_v2_contract,0,CAP-V2_001-TPL_01,V2_001,SEM-726372BFFF43534D,id,bands_horizontal,rojo_negro_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,22,V2_003,0.998523855175,0.602528611399,-0.395995243776,0.000000000000,0.000000000000,0.045454545455,0.000000000000
random,computed_from_baselines_v2_contract,1,CAP-V2_001-TPL_02,V2_001,SEM-726372BFFF43534D,id,bands_horizontal,rojo_negro_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,25,V2_053,0.934666732530,0.583326549750,-0.351340182780,0.000000000000,0.000000000000,0.040000000000,0.000000000000
random,computed_from_baselines_v2_contract,2,CAP-V2_001-TPL_03,V2_001,SEM-726372BFFF43534D,id,bands_horizontal,rojo_negro_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,49,V2_008,0.989948056221,0.165340447008,-0.824607609213,0.000000000000,0.000000000000,0.020408163265,0.000000000000
random,computed_from_baselines_v2_contract,3,CAP-V2_001-TPL_04,V2_001,SEM-726372BFFF43534D,id,bands_horizontal,rojo_negro_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,23,V2_019,0.989751998801,0.534094587408,-0.455657411393,0.000000000000,0.000000000000,0.043478260870,0.000000000000
random,computed_from_baselines_v2_contract,4,CAP-V2_001-TPL_05,V2_001,SEM-726372BFFF43534D,id,bands_horizontal,rojo_negro_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,25,V2_016,0.981880826219,0.587059856971,-0.394820969248,0.000000000000,0.000000000000,0.040000000000,0.000000000000
random,computed_from_baselines_v2_contract,5,CAP-V2_002-TPL_01,V2_002,SEM-5B84448A62787787,id,bands_horizontal,azul_crema_marron,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,36,V2_035,0.992494122348,0.343987709052,-0.648506413296,0.000000000000,0.000000000000,0.027777777778,0.000000000000
random,computed_from_baselines_v2_contract,6,CAP-V2_002-TPL_02,V2_002,SEM-5B84448A62787787,id,bands_horizontal,azul_crema_marron,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,27,V2_041,0.978760063388,0.521473911494,-0.457286151894,0.000000000000,0.000000000000,0.037037037037,0.000000000000
random,computed_from_baselines_v2_contract,7,CAP-V2_002-TPL_03,V2_002,SEM-5B84448A62787787,id,bands_horizontal,azul_crema_marron,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,29,V2_031,0.934363121622,0.516379225614,-0.417983896008,0.000000000000,0.000000000000,0.034482758621,0.000000000000
random,computed_from_baselines_v2_contract,8,CAP-V2_002-TPL_04,V2_002,SEM-5B84448A62787787,id,bands_horizontal,azul_crema_marron,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,25,V2_055,0.991951965234,0.616588914342,-0.375363050892,0.000000000000,0.000000000000,0.040000000000,0.000000000000
random,computed_from_baselines_v2_contract,9,CAP-V2_002-TPL_05,V2_002,SEM-5B84448A62787787,id,bands_horizontal,azul_crema_marron,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,33,V2_027,0.995028951478,0.340838069927,-0.654190881551,0.000000000000,0.000000000000,0.030303030303,0.000000000000
random,computed_from_baselines_v2_contract,10,CAP-V2_003-TPL_01,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,45,V2_022,0.992624697881,0.202073182200,-0.790551515681,0.000000000000,0.000000000000,0.022222222222,0.000000000000
random,computed_from_baselines_v2_contract,11,CAP-V2_003-TPL_02,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,9,V2_044,0.961474014270,0.895684735428,-0.065789278842,0.000000000000,0.000000000000,0.111111111111,0.301029995664
random,computed_from_baselines_v2_contract,12,CAP-V2_003-TPL_03,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,4,V2_049,0.998410525738,0.921250838143,-0.077159687595,0.000000000000,1.000000000000,0.250000000000,0.430676558073
random,computed_from_baselines_v2_contract,13,CAP-V2_003-TPL_04,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,39,V2_047,0.983969219537,0.358708882856,-0.625260336681,0.000000000000,0.000000000000,0.025641025641,0.000000000000
random,computed_from_baselines_v2_contract,14,CAP-V2_003-TPL_05,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,54,V2_037,0.995793996940,0.054414520701,-0.941379476239,0.000000000000,0.000000000000,0.018518518519,0.000000000000
random,computed_from_baselines_v2_contract,15,CAP-V2_004-TPL_01,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,14,V2_009,0.969920041824,0.746325476253,-0.223594565572,0.000000000000,0.000000000000,0.071428571429,0.000000000000
random,computed_from_baselines_v2_contract,16,CAP-V2_004-TPL_02,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,18,V2_018,0.995388698832,0.781967961381,-0.213420737450,0.000000000000,0.000000000000,0.055555555556,0.000000000000
random,computed_from_baselines_v2_contract,17,CAP-V2_004-TPL_03,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,32,V2_047,0.996531543181,0.403582642905,-0.592948900276,0.000000000000,0.000000000000,0.031250000000,0.000000000000
random,computed_from_baselines_v2_contract,18,CAP-V2_004-TPL_04,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,23,V2_009,0.998936032351,0.547244361220,-0.451691671131,0.000000000000,0.000000000000,0.043478260870,0.000000000000
random,computed_from_baselines_v2_contract,19,CAP-V2_004-TPL_05,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,49,V2_022,0.980921320485,0.139514026300,-0.841407294185,0.000000000000,0.000000000000,0.020408163265,0.000000000000
random,computed_from_baselines_v2_contract,20,CAP-V2_005-TPL_01,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,46,V2_051,0.934223427633,0.206127994752,-0.728095432881,0.000000000000,0.000000000000,0.021739130435,0.000000000000
random,computed_from_baselines_v2_contract,21,CAP-V2_005-TPL_02,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,10,V2_040,0.997240820441,0.725984286171,-0.271256534270,0.000000000000,0.000000000000,0.100000000000,0.289064826318
random,computed_from_baselines_v2_contract,22,CAP-V2_005-TPL_03,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,55,V2_018,0.992701841653,0.021882134956,-0.970819706697,0.000000000000,0.000000000000,0.018181818182,0.000000000000
random,computed_from_baselines_v2_contract,23,CAP-V2_005-TPL_04,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,24,V2_038,0.978728991785,0.609777345059,-0.368951646725,0.000000000000,0.000000000000,0.041666666667,0.000000000000
random,computed_from_baselines_v2_contract,24,CAP-V2_005-TPL_05,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,54,V2_034,0.999855890947,0.052498406986,-0.947357483961,0.000000000000,0.000000000000,0.018518518519,0.000000000000
random,computed_from_baselines_v2_contract,25,CAP-V2_006-TPL_01,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,45,V2_046,0.969766784842,0.216714133443,-0.753052651399,0.000000000000,0.000000000000,0.022222222222,0.000000000000
