caption_id,image_id,semantic_id,structure_id,colorless_caption_id,template_id,is_canonical,split,pattern_id,palette_id,motif,orientation,composition,symmetry,caption_text,caption_sha256
CAP-V2_013-TPL_01,V2_013,SEM-6C847486A44390D1,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_01,TPL_01,true,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,"Patr?n geom?trico sint?tico con paleta ocre, marrón y negro; con rombos como motivo principal; orientaci?n diagonal; composici?n central; simetr?a bilateral.",35ec550669030473ba8fb347e9f6f24c08ac27386d36a71af99137f25ee69902
CAP-V2_013-TPL_02,V2_013,SEM-6C847486A44390D1,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_02,TPL_02,false,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,"Imagen abstracta en colores ocre, marrón y negro, formada por rombos, con orientación diagonal, composición central y simetría bilateral.",21b26f527f05624259a0e281b78f8eca66800800683984d7b592ffe1d288710e
CAP-V2_013-TPL_03,V2_013,SEM-6C847486A44390D1,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_03,TPL_03,false,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta ocre, marrón y negro.",48a0dee7ba1ec00a861274a62a2d1d50442429bd08b19ed0a56fdea7ba516665
CAP-V2_013-TPL_04,V2_013,SEM-6C847486A44390D1,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_04,TPL_04,false,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son ocre, marrón y negro.",22d05b8040179a87f19ed81ecd34ccfcfe2cc5319ae3e0c38ecb8fb230816754
CAP-V2_013-TPL_05,V2_013,SEM-6C847486A44390D1,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_05,TPL_05,false,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática ocre, marrón y negro.",b3aeaf4ca5cd487a26edb09a531e9169faa4e9d7362dc1177da9ea4b515f2efd
CAP-V2_014-TPL_01,V2_014,SEM-B0502F5A4E58AF67,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_01,TPL_01,true,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,"Patr?n geom?trico sint?tico con paleta blanco, negro y gris; con rombos como motivo principal; orientaci?n diagonal; composici?n central; simetr?a bilateral.",9600fd4f3260b48cfa98e790f827887e244dd297faf40efd632f0e6eef3ad23c
CAP-V2_014-TPL_02,V2_014,SEM-B0502F5A4E58AF67,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_02,TPL_02,false,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,"Imagen abstracta en colores blanco, negro y gris, formada por rombos, con orientación diagonal, composición central y simetría bilateral.",26dbebd3c377eb5630177d7a7575ad34e5ae971ccbd9f0aefd73a74cd6b3a942
CAP-V2_014-TPL_03,V2_014,SEM-B0502F5A4E58AF67,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_03,TPL_03,false,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta blanco, negro y gris.",e138bbeada7a7c8deb83a0c2e2b88d37a6af9fc1f549f467ff286e0b9cfc48ec
CAP-V2_014-TPL_04,V2_014,SEM-B0502F5A4E58AF67,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_04,TPL_04,false,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son blanco, negro y gris.",21dceb5316e4c49baa0b169b7784ea34454271aacfbecd2a9a08314dbf1e9770
CAP-V2_014-TPL_05,V2_014,SEM-B0502F5A4E58AF67,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_05,TPL_05,false,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática blanco, negro y gris.",9ffb138d0274d0d0bb1dce040f38f28d790bc192f9a744dacb5767f389c2d62b
CAP-V2_015-TPL_01,V2_015,SEM-48FFBCDFBB1178FE,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_01,TPL_01,true,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,"Patr?n geom?trico sint?tico con paleta rojo tierra, ocre, verde oscuro y azul profundo; con rombos como motivo principal; orientaci?n diagonal; composici?n central; simetr?a bilateral.",705ecabe40fa2aeba7aa935cb79ecc191bd0dd39e6a3c632c627852092ed9a7a
CAP-V2_015-TPL_02,V2_015,SEM-48FFBCDFBB1178FE,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_02,TPL_02,false,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por rombos, con orientación diagonal, composición central y simetría bilateral.",41fe727202d9d0246b25070abd14137420a79b5ca9974293efa0afa412518d1e
CAP-V2_015-TPL_03,V2_015,SEM-48FFBCDFBB1178FE,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_03,TPL_03,false,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta rojo tierra, ocre, verde oscuro y azul profundo.",df0d7e1dfc96dcde4f468400445f2cea4de2c8c6027ad581f80cb2123bce36e5
CAP-V2_015-TPL_04,V2_015,SEM-48FFBCDFBB1178FE,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_04,TPL_04,false,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son rojo tierra, ocre, verde oscuro y azul profundo.",44807bdb2da30b15718421335531ecaa24d9eb23a3a3d083836588bd2d99f79c
CAP-V2_015-TPL_05,V2_015,SEM-48FFBCDFBB1178FE,STR-83B17E3514D80A83,SCAP-83B17E3514D80A83-TPL_05,TPL_05,false,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo.",850d720e3c102053c81d5d1125f8931d0827d7f18f28ed9eda63b19a35f7b300
CAP-V2_016-TPL_01,V2_016,SEM-1F7D0D80E51AE939,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_01,TPL_01,true,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,"Patr?n geom?trico sint?tico con paleta rojo oscuro, negro y crema; con grecas escalonadas como motivo principal; orientaci?n horizontal; composici?n modular; simetr?a repetitiva.",b130ab1e794d343f16afceeab9282ab8465af035d9824420ff1eaaed1d47c1a3
CAP-V2_016-TPL_02,V2_016,SEM-1F7D0D80E51AE939,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_02,TPL_02,false,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva.",91128e993e30fbb02fe185713a65601afd4f374a6154630965c7c83a133791c3
CAP-V2_016-TPL_03,V2_016,SEM-1F7D0D80E51AE939,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_03,TPL_03,false,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta rojo oscuro, negro y crema.",90aafa3ff114e275be5a96132c4a8b475dfdaf3d556555afa4d32da5d23c5606
CAP-V2_016-TPL_04,V2_016,SEM-1F7D0D80E51AE939,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_04,TPL_04,false,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son rojo oscuro, negro y crema.",98d9929c6a9af97a97ca977b0a301a552a639155becf1c71e5f4e2342d129cf2
CAP-V2_016-TPL_05,V2_016,SEM-1F7D0D80E51AE939,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_05,TPL_05,false,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática rojo oscuro, negro y crema.",2d398ede730df9934f5b2d363a9fdf894744f5fc3f4a4c9db29f467b91139114
CAP-V2_017-TPL_01,V2_017,SEM-B4047E6372E8425A,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_01,TPL_01,true,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,"Patr?n geom?trico sint?tico con paleta azul profundo, crema y marrón; con grecas escalonadas como motivo principal; orientaci?n horizontal; composici?n modular; simetr?a repetitiva.",7e802ea75bd3d955a4fa70dc4f4c3023e03275b0528a6cfb95df7706c3e531e2
CAP-V2_017-TPL_02,V2_017,SEM-B4047E6372E8425A,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_02,TPL_02,false,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,"Imagen abstracta en colores azul profundo, crema y marrón, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva.",921817b6b4a1fd17c34bee974540202b135fae75b76f418491ff15c4a1a0a1f7
CAP-V2_017-TPL_03,V2_017,SEM-B4047E6372E8425A,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_03,TPL_03,false,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta azul profundo, crema y marrón.",e05b9c5371cc498d0024137d23fdbe5b00effcec2a12b4c112abc5a0bb9b1bbf
CAP-V2_017-TPL_04,V2_017,SEM-B4047E6372E8425A,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_04,TPL_04,false,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son azul profundo, crema y marrón.",ee183dc5d040ac9a3448d887a528f7c8c7fa582269e57c83b31048d485a4c6a7
CAP-V2_017-TPL_05,V2_017,SEM-B4047E6372E8425A,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_05,TPL_05,false,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática azul profundo, crema y marrón.",818bba03b4b83939247023b4a842df1a8e700d3f00b6339c60f7a66b392258f9
CAP-V2_018-TPL_01,V2_018,SEM-8DD56A09C7883053,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_01,TPL_01,true,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,"Patr?n geom?trico sint?tico con paleta ocre, marrón y negro; con grecas escalonadas como motivo principal; orientaci?n horizontal; composici?n modular; simetr?a repetitiva.",15793b11bee9f0b3a6e86bd22cdd9a0c46057218e0df01ae7a703072eebd2dc9
CAP-V2_018-TPL_02,V2_018,SEM-8DD56A09C7883053,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_02,TPL_02,false,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,"Imagen abstracta en colores ocre, marrón y negro, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva.",99383aaca12248e494fb4d729245d078ce99a05c92f24b50cec7a6081f1881d7
CAP-V2_018-TPL_03,V2_018,SEM-8DD56A09C7883053,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_03,TPL_03,false,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta ocre, marrón y negro.",a54c53ce247d35456be2a5d2f85d7fc23a2a7917c52e703ca60d3412985d26af
CAP-V2_018-TPL_04,V2_018,SEM-8DD56A09C7883053,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_04,TPL_04,false,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son ocre, marrón y negro.",e6cfcb1247d066a4a4444d20d114604333a5a3b7eaa5e842246b5648aaf62930
CAP-V2_018-TPL_05,V2_018,SEM-8DD56A09C7883053,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_05,TPL_05,false,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática ocre, marrón y negro.",3fd477d4b6d572c00a1e872c021466151958b93a37c110c23619e99271989b92
CAP-V2_019-TPL_01,V2_019,SEM-92B4FA22CEDB29E6,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_01,TPL_01,true,id,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,"Patr?n geom?trico sint?tico con paleta blanco, negro y gris; con grecas escalonadas como motivo principal; orientaci?n horizontal; composici?n modular; simetr?a repetitiva.",c113906bfd3d324b9f76cac6a140ab3dbb4af1438dd299634209cfda226a76fb
CAP-V2_019-TPL_02,V2_019,SEM-92B4FA22CEDB29E6,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_02,TPL_02,false,id,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,"Imagen abstracta en colores blanco, negro y gris, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva.",f3c0f24e9945e4d284032f64fa70167e787cc6d96596423624019168fa31d94d
CAP-V2_019-TPL_03,V2_019,SEM-92B4FA22CEDB29E6,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_03,TPL_03,false,id,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta blanco, negro y gris.",a6e4fba36799cacae4582af428cb913354b4d008e52f843a9dc65374bddd5d0b
CAP-V2_019-TPL_04,V2_019,SEM-92B4FA22CEDB29E6,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_04,TPL_04,false,id,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son blanco, negro y gris.",edbb11e0f71729ceb1d732f60a3d6fa2c099571fbaf343e5072c3579801fa892
CAP-V2_019-TPL_05,V2_019,SEM-92B4FA22CEDB29E6,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_05,TPL_05,false,id,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática blanco, negro y gris.",eb66e50668b1fe2a3b625b56045b0e26ee567d590314d90b67c32945fdd7a912
CAP-V2_020-TPL_01,V2_020,SEM-A02450BA65AD4237,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_01,TPL_01,true,id,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,"Patr?n geom?trico sint?tico con paleta rojo tierra, ocre, verde oscuro y azul profundo; con grecas escalonadas como motivo principal; orientaci?n horizontal; composici?n modular; simetr?a repetitiva.",5107a8c34710b549e316721790494ed3331ae577446f90b6299fd2daf93c36cb
CAP-V2_020-TPL_02,V2_020,SEM-A02450BA65AD4237,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_02,TPL_02,false,id,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva.",10bb1576dad6989f7ca02b6926252cd3036180863f869785e825db54ed44373d
CAP-V2_020-TPL_03,V2_020,SEM-A02450BA65AD4237,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_03,TPL_03,false,id,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta rojo tierra, ocre, verde oscuro y azul profundo.",d3a1742ba12278062d7995ac78c662e72c6e5b9ec14efac2b646ac5b6082851b
CAP-V2_020-TPL_04,V2_020,SEM-A02450BA65AD4237,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_04,TPL_04,false,id,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son rojo tierra, ocre, verde oscuro y azul profundo.",45d405c5f1e1f42f55bc8b3698def05e3cc828e906ddbddb4c65e3fa5d627ca3
CAP-V2_020-TPL_05,V2_020,SEM-A02450BA65AD4237,STR-32D96D397FD7BD30,SCAP-32D96D397FD7BD30-TPL_05,TPL_05,false,id,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo.",43e20fb22d99cb51cdec6fd5868edce3adfcedffde6a8936f264ff10b5375777
CAP-V2_021-TPL_01,V2_021,SEM-C35EEC4AAFF32C4A,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_01,TPL_01,true,id,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Patr?n geom?trico sint?tico con paleta rojo oscuro, negro y crema; con una cuadrícula geométrica como motivo principal; orientaci?n bidireccional; composici?n reticular; simetr?a repetitiva.",7fa11e86eca610b0e53faacd378395ab510f519bf4dab684c3d59d244c69e6d3
CAP-V2_021-TPL_02,V2_021,SEM-C35EEC4AAFF32C4A,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_02,TPL_02,false,id,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva.",744739450c8eb1c57070384a27e0907ecc212804427c9a7d1635d24896270ac8
CAP-V2_021-TPL_03,V2_021,SEM-C35EEC4AAFF32C4A,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_03,TPL_03,false,id,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta rojo oscuro, negro y crema.",ba994dba079d5bb3a16b9c57ad6857e05fcb5820360e67cdd522d1a43e117756
CAP-V2_021-TPL_04,V2_021,SEM-C35EEC4AAFF32C4A,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_04,TPL_04,false,id,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son rojo oscuro, negro y crema.",5789a5aefaa4dd7825d3f9210cb9c72d6779a9f98c6a35fdfa5a9aea86c941c5
CAP-V2_021-TPL_05,V2_021,SEM-C35EEC4AAFF32C4A,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_05,TPL_05,false,id,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática rojo oscuro, negro y crema.",89be9c33c597228c3b86873abee99b1aa4fde566f75df97fff099629377bde15
CAP-V2_022-TPL_01,V2_022,SEM-14694FF153156266,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_01,TPL_01,true,id,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Patr?n geom?trico sint?tico con paleta azul profundo, crema y marrón; con una cuadrícula geométrica como motivo principal; orientaci?n bidireccional; composici?n reticular; simetr?a repetitiva.",d2312a9a2645811a496e58a4401b84fda3a670db6c4900b85251056b14a64521
CAP-V2_022-TPL_02,V2_022,SEM-14694FF153156266,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_02,TPL_02,false,id,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Imagen abstracta en colores azul profundo, crema y marrón, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva.",d801b981687191dca0fd498cd28f0693f3d9af12bc5865b3a8937fb4c16d84a8
CAP-V2_022-TPL_03,V2_022,SEM-14694FF153156266,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_03,TPL_03,false,id,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta azul profundo, crema y marrón.",f76c24ad0b934bcac024bca64be2e5f82d912e58c2dfd1cd826e657674ff766d
CAP-V2_022-TPL_04,V2_022,SEM-14694FF153156266,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_04,TPL_04,false,id,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son azul profundo, crema y marrón.",798ea956e2c96aa1ab5fc1876b3e697b1731a4f5a085ebcf01623f6e8feac13f
CAP-V2_022-TPL_05,V2_022,SEM-14694FF153156266,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_05,TPL_05,false,id,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática azul profundo, crema y marrón.",86368a3507fc0319eae14ac512d27f28a82603c523bc7f96bf3a556edfea51fe
CAP-V2_023-TPL_01,V2_023,SEM-E2B97A08DEBB8084,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_01,TPL_01,true,id,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Patr?n geom?trico sint?tico con paleta ocre, marrón y negro; con una cuadrícula geométrica como motivo principal; orientaci?n bidireccional; composici?n reticular; simetr?a repetitiva.",5443d1ba2964485e2d31714ad00b7c471a6d101e0ea712ee239a5bb7dd02a03b
CAP-V2_023-TPL_02,V2_023,SEM-E2B97A08DEBB8084,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_02,TPL_02,false,id,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Imagen abstracta en colores ocre, marrón y negro, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva.",ebe0f79a64d264914a54c4ade96d3ff000ccc9a78d46c03e4767940144bbb3ee
CAP-V2_023-TPL_03,V2_023,SEM-E2B97A08DEBB8084,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_03,TPL_03,false,id,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta ocre, marrón y negro.",2f8aec162ea8c797df5fb62894ae52456eea0363b01809aca958213d0ab7487e
CAP-V2_023-TPL_04,V2_023,SEM-E2B97A08DEBB8084,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_04,TPL_04,false,id,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son ocre, marrón y negro.",6a85b781fb812d08964481a3de5800b95a808e4002d08afab892babb37ba4d7d
CAP-V2_023-TPL_05,V2_023,SEM-E2B97A08DEBB8084,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_05,TPL_05,false,id,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática ocre, marrón y negro.",243bc5d869acf8dd4d108eb4f20dbef4af0930e604a671312eac40ecc8fd70b3
CAP-V2_024-TPL_01,V2_024,SEM-E18D189C6A8F47C1,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_01,TPL_01,true,id,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Patr?n geom?trico sint?tico con paleta blanco, negro y gris; con una cuadrícula geométrica como motivo principal; orientaci?n bidireccional; composici?n reticular; simetr?a repetitiva.",bb4f2899b317cb064c3cf9f7533bd21d4b3e08bc9c87580ea6e63eef1a2cdd73
CAP-V2_024-TPL_02,V2_024,SEM-E18D189C6A8F47C1,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_02,TPL_02,false,id,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Imagen abstracta en colores blanco, negro y gris, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva.",992f26ab3860df1a89fab201d468a925e623c39574ee14b4fd2b1475cdadc33c
CAP-V2_024-TPL_03,V2_024,SEM-E18D189C6A8F47C1,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_03,TPL_03,false,id,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta blanco, negro y gris.",a2bdd6117cc215f867931f64d2406211251abfbf1a998d29bb04a2a4249df4e7
CAP-V2_024-TPL_04,V2_024,SEM-E18D189C6A8F47C1,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_04,TPL_04,false,id,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Representación sintética de una cuadrícula geométrica; la orientación es bidireccional, la composición es reticular, la simetría es repetitiva y los colores son blanco, negro y gris.",1805cbf7e5e7540965142eef7f0d67a571fa2565fb743aeea4f74d28a1b71bcf
CAP-V2_024-TPL_05,V2_024,SEM-E18D189C6A8F47C1,STR-EFDC071AF166C8C3,SCAP-EFDC071AF166C8C3-TPL_05,TPL_05,false,id,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,"Textura geométrica con una cuadrícula geométrica, orientación bidireccional, composición reticular, simetría repetitiva y combinación cromática blanco, negro y gris.",cf4f38dd3a03a3937e8e6d269686a61768ebc249502dc361fe133b5a01bbd520
