query_id,query_index,image_id,semantic_id,structure_id,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,split,image_path,template_id,omitted_attribute,positive_position,positive_candidate_id,positive_caption_id,positive_caption_text,candidate_ids,candidate_count,negative_count,global_overlap_negative_count,nonoverlap_negative_count
HNQ-V2_047,46,V2_047,SEM-2FFA4D814BEBCF16,STR-DBE3E9729199A70D,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,data/v2/images/V2_047.png,TPL_01,motif,3,HNC-V2_047-P03,CAP-V2_047-TPL_01,"Patr?n geom?trico sint?tico con paleta rojo tierra, ocre, verde oscuro y azul profundo; con chevrones como motivo principal; orientaci?n diagonal; composici?n en bandas; simetr?a repetitiva.",HNC-V2_047-P01|HNC-V2_047-P02|HNC-V2_047-P03|HNC-V2_047-P04|HNC-V2_047-P05,5,4,1,3
HNQ-V2_048,47,V2_048,SEM-EE8AABF8E6A4B9F8,STR-74979A46916B9B50,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,ood_pattern,data/v2/images/V2_048.png,TPL_01,orientation,5,HNC-V2_048-P05,CAP-V2_048-TPL_01,"Patr?n geom?trico sint?tico con paleta rojo oscuro, negro y crema; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_048-P01|HNC-V2_048-P02|HNC-V2_048-P03|HNC-V2_048-P04|HNC-V2_048-P05,5,4,1,3
HNQ-V2_049,48,V2_049,SEM-6D37CFF774A2170A,STR-74979A46916B9B50,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,ood_pattern,data/v2/images/V2_049.png,TPL_01,composition,2,HNC-V2_049-P02,CAP-V2_049-TPL_01,"Patr?n geom?trico sint?tico con paleta azul profundo, crema y marrón; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_049-P01|HNC-V2_049-P02|HNC-V2_049-P03|HNC-V2_049-P04|HNC-V2_049-P05,5,4,1,3
HNQ-V2_050,49,V2_050,SEM-FC6C9490A1241F7A,STR-74979A46916B9B50,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,ood_pattern,data/v2/images/V2_050.png,TPL_01,symmetry,4,HNC-V2_050-P04,CAP-V2_050-TPL_01,"Patr?n geom?trico sint?tico con paleta ocre, marrón y negro; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_050-P01|HNC-V2_050-P02|HNC-V2_050-P03|HNC-V2_050-P04|HNC-V2_050-P05,5,4,1,3
HNQ-V2_051,50,V2_051,SEM-0920FB69B33089FA,STR-74979A46916B9B50,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,ood_pattern,data/v2/images/V2_051.png,TPL_01,palette_id,2,HNC-V2_051-P02,CAP-V2_051-TPL_01,"Patr?n geom?trico sint?tico con paleta blanco, negro y gris; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_051-P01|HNC-V2_051-P02|HNC-V2_051-P03|HNC-V2_051-P04|HNC-V2_051-P05,5,4,0,4
HNQ-V2_052,51,V2_052,SEM-E1BF16D5596893CB,STR-74979A46916B9B50,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,ood_pattern,data/v2/images/V2_052.png,TPL_01,motif,4,HNC-V2_052-P04,CAP-V2_052-TPL_01,"Patr?n geom?trico sint?tico con paleta rojo tierra, ocre, verde oscuro y azul profundo; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_052-P01|HNC-V2_052-P02|HNC-V2_052-P03|HNC-V2_052-P04|HNC-V2_052-P05,5,4,1,3
HNQ-V2_053,52,V2_053,SEM-20B860903E0F0C0C,STR-DBE3E9729199A70D,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,ood_both,data/v2/images/V2_053.png,TPL_01,orientation,1,HNC-V2_053-P01,CAP-V2_053-TPL_01,"Patr?n geom?trico sint?tico con paleta verde, ocre y crema; con chevrones como motivo principal; orientaci?n diagonal; composici?n en bandas; simetr?a repetitiva.",HNC-V2_053-P01|HNC-V2_053-P02|HNC-V2_053-P03|HNC-V2_053-P04|HNC-V2_053-P05,5,4,1,3
HNQ-V2_054,53,V2_054,SEM-C4C38215AF96E506,STR-DBE3E9729199A70D,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,ood_both,data/v2/images/V2_054.png,TPL_01,composition,3,HNC-V2_054-P03,CAP-V2_054-TPL_01,"Patr?n geom?trico sint?tico con paleta morado, gris y rosa; con chevrones como motivo principal; orientaci?n diagonal; composici?n en bandas; simetr?a repetitiva.",HNC-V2_054-P01|HNC-V2_054-P02|HNC-V2_054-P03|HNC-V2_054-P04|HNC-V2_054-P05,5,4,1,3
HNQ-V2_055,54,V2_055,SEM-B3C4DB2C1AD51CA9,STR-74979A46916B9B50,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,ood_both,data/v2/images/V2_055.png,TPL_01,symmetry,5,HNC-V2_055-P05,CAP-V2_055-TPL_01,"Patr?n geom?trico sint?tico con paleta verde, ocre y crema; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_055-P01|HNC-V2_055-P02|HNC-V2_055-P03|HNC-V2_055-P04|HNC-V2_055-P05,5,4,1,3
HNQ-V2_056,55,V2_056,SEM-1076CAB99B86DF83,STR-74979A46916B9B50,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,ood_both,data/v2/images/V2_056.png,TPL_01,palette_id,3,HNC-V2_056-P03,CAP-V2_056-TPL_01,"Patr?n geom?trico sint?tico con paleta morado, gris y rosa; con círculos concéntricos como motivo principal; orientaci?n radial; composici?n central; simetr?a radial.",HNC-V2_056-P01|HNC-V2_056-P02|HNC-V2_056-P03|HNC-V2_056-P04|HNC-V2_056-P05,5,4,0,4
